SESSION,hyena_count,lion_count,note_quality,food_present,session_error_notes,notes,entry_complete,who_checked,date_checked,entered_by,entry_date,who_starts_with_food,who_ends_with_food,do_hyenas_eat,no_intx_yes_no
t41830-mr,4,1,2,FALSE,,hyenas all so. At least 1 adult male lion so 75m from hyenas. No intx.,TRUE,,,SSM,17-May-16,,,,TRUE
t41837-mr,2,1,2,FALSE,,lion so 40m from hyenas no intx.,TRUE,,,SSM,27-Apr-16,,,,TRUE
t41849-mr,2,4,2,TRUE,End time should nhe 12:30,AL1 hyena has fresh zebra leg. Lions resting 400m from hyenas. Hyenas not bloody or fat.,TRUE,,,SSM,11-May-16,hyenas,hyenas,feed,TRUE
t41876-mr,1,2,2,FALSE,end time should be 8:24. lionesses shouild be adults,"hyena so, 2 female lions  (can ssume adults?) so 100m away.",TRUE,,,SSM,11-May-16,,,,TRUE
t42152-mr,12,1,2,FALSE,,large subadult male lion so 100m from hyenas. Hyenas all so or st/lk. 0652 lion oos. No intx.,TRUE,,,SSM,11-May-16,,,,TRUE
t42243-mr,5,1,2,FALSE,,hyenas at den,TRUE,,,SSM,12-May-16,,,,FALSE
t42297-mr,8,1,2,FALSE,,subad male lion so 100m form hyenas. No real intx.,TRUE,,,SSM,12-May-16,,,,FALSE
t42511-mr,1,2,1,TRUE,end time should be 7:38,"hyena so, 2 adult male lions guard zebra kill 50m away. Pickup wnd,nana,atar,sht,bft,ro faint-strong. No intx.",TRUE,,,SSM,12-May-16,lions,lions,no,TRUE
t43038-mr,1,3,2,TRUE,,hyena wlk S then SO 120m from 3 lions fding on zebra carc. No intx.,TRUE,,,SSM,15-May-16,lions,lions,no,TRUE
t43242-mr,17,2,2,TRUE,lions should be adult,"Incomplete CIS, carc oos bushes, don't know what carc is, obs sees at least 1 female and 1 male lion, at least 1 lion feeds in bushes, hyenas don't get close to carc or lions,",TRUE,,,SSM,16-May-16,lions,lions,no,TRUE
t43246-mr,18,3,2,TRUE,lionesses should be adults,fresh subad wildabeest kill.  7 hyenas present when obs arr. 1 hyena is fat/bloody. Ribcage and leg bones with good amount of flesh. Hyenas move carc W. lions should be adults?,TRUE,,,SSM,17-May-16,hyenas,,feed,FALSE
t43390-mr,18,4,2,TRUE,Missing FLD? from unid hyenas,"incomplete CIS 0601-0640, fresh adult gnu kill, obs thinks lion made kill hyenas stole, no hyenas bloody, lions should be adults?, 3 lionesses 1 male lion 30m from hyenas,",TRUE,,,SSM,16-May-16,hyenas,hyenas,feed,FALSE
t43394-mr,2,4,2,FALSE,lions should be adults,3 female and 1 male lion 100m from D. lions are adults? No intx.,TRUE,,,SSM,15-May-16,,,,TRUE
t43402-mr,13,2,2,TRUE,lions should be adults,"incomplete CIS 0602-0632, fresh wildabeast kill, obs thinks hyenas made kill bc they're bloody, lions stole, lions should be adults?, no intx.",TRUE,,,SSM,16-May-16,lions,lions,no,TRUE
t44196,4,2,3,FALSE,,when hyenas and lions lv they are dispersing to avoid herd of 300 cows wlking twds them.  Boti appears to be pregnant. Hyenas wlk lions wlk 200m S. lionesses are Boti and Asante,TRUE,,,SSM,17-Apr-14,,,,TRUE
t44198,13,3,2,TRUE,,"ZC wlk with fresh adult male Thompson's Gazelle carcass. Looks like BAIL made kill. Hyenas interact a lot with each other. Lions wan, then so 400m from hyenas.",TRUE,,,SSM,16-Apr-14,hyenas,hyenas,feed,TRUE
t44726,1,3,2,FALSE,lionesses are adults,BCA so 3 lionesses so 200m away,TRUE,TMm,06-May-14,SSM,16-Apr-14,,,,TRUE
t44796-mr,,1,,FALSE,time should be 2258-0830.,**confused on sessioning,FALSE,,,,,,,,FALSE
t44844-mr,9,2,2,TRUE,lions should be adults,"incomplete CIS 0631-0640, lions should be adult?, sub-ad gnu carc w/ skull, skin, some hip bones and rib cage remaining, male lion is Ijayo, no intx.",TRUE,,,SSM,16-May-16,hyenas,hyenas,feed,TRUE
t45043-mr,1,2,2,FALSE,end time should be 6:37 lions should be adults,"hyenas fat wlk S, 2 lions (Ijayo, Imani) so 100m from hyena. No intx",TRUE,,,SSM,16-May-16,,,,TRUE
t45232-mr,1,2,1,TRUE,lions should be adults (cant find list with sex),"track atar bft ro bsn no vis, lions are Imani and Ijoya, lions bloody and fat, obs thinks there is a zebra kill in bushes, obs hears fast whooping lowing gig in bushes, obs says eco had zebra leg, no intx, unsure who ends with food.",TRUE,,,SSM,16-May-16,lions,,feed,TRUE
t45456-mr,6,1,2,FALSE,lion should be adult,"male lion is kanga, male lion is adult?, no intx.",TRUE,,,SSM,16-May-16,,,,TRUE
t458,28,1,2,TRUE,"missing PB from hyena list. STR is string, BSH is brsh, QUAI is quail in notes. SHER looks like slerl but hard to tell form handwriting.",adult topi kill by  slp creek. May have been made by low ranking females,TRUE,,,SSM,15-Jun-14,hyenas,lions,feed,FALSE
t45843-mr,9,12,1,TRUE,number of lions should be 12,"subad or adult female zebra kill 200m from hyenas 12 lions at kill (all named). No hyenas bloody. There are adult males, adult females, and cubs present but do not know which age/sex matches with which name.",TRUE,,,SSM,17-May-16,lions,hyenas,scraps,FALSE
t45949-mr,2,7,2,FALSE,end time should be 12:25.,"hyenas so 50-100 m from lions. BFT,RO,DSN pickup moderate-strong. No intx.",TRUE,,,SSM,09-May-16,,,,TRUE
t45973-mr,4,4,2,FALSE,lioness should be adult,female lions should be adults? No intx. Hyenas 60m from D lions 200m from D.,TRUE,,,SSM,15-May-16,,,,TRUE
t461,20,,2,FALSE,missing KB and KBK and GYP from list,"FAS on CHOC 1741-1811, FAS JEFF 1817-1853. FAS RUM 1741-1817 FAS MUTT 1817-1852. Lion roars in distance hyenas (except B and BO) rush to den and stand or sit by it. (@1853). No intx",TRUE,,,SSM,16-Jun-14,,,,TRUE
t465.1,3,,2,FALSE,"start time is 0719. SLA is slash, HVY is harvey, NB is NBY [?] in notes",lions roar in distance sla runs away from lion sounds. No intx.,TRUE,,,SSM,16-Jun-14,,,,TRUE
t467.6,3,1,1,FALSE,missing 65 from hyena list,big male lion laying [?] both male hyenas watch lion. No intx.,TRUE,,,SSM,16-Jun-14,,,,TRUE
t47839,15,3,1,FALSE,,Incomplete Cis due to bushes.,TRUE,,,SSM,19-Apr-14,,,,FALSE
t47845,3,5,2,TRUE,,Lions fd on fresh subadult giraffe carcass. Head consumed but majority of carcass still intact.,TRUE,,,SSM,19-Apr-14,lions,lions,no,TRUE
t47869,2,1,3,FALSE,,YOG and ADON st/lk in direction if lioness. Lioness roar 100m away.,TRUE,,,SSM,17-Apr-14,,,,TRUE
t47873,1,6,3,FALSE,,4 unID female lions so 100m away and Bada and Bata (males?) so 150m away from HML who is so.,TRUE,,,SSM,17-Apr-14,,,,TRUE
t47932,1,1,3,FALSE,lioness is adult,FFL sit lk in direction of unID female lioness 100m away.,TRUE,TMM,06-May-14,SSM,17-Apr-14,,,,TRUE
t47939,1,1,3,FALSE,,"COO lope, unID male lion wlk 100m away.",TRUE,,,SSM,17-Apr-14,,,,TRUE
t48032,22,4,2,TRUE,,2 groups of hyenas present (east and west)incomplete CIs due to darkness. Hyenas seen eating parts og Topi but no carcass ir kill is directly stated. Hyenas appear to be on border patrol. Hyenas bloody and fat,TRUE,,,SSM,30-Apr-14,hyenas,hyenas,feed,FALSE
t48051,6,1,2,FALSE,,incomplete CIs from 0647-0650 due to driving.,TRUE,,,SSM,30-Apr-14,,,,TRUE
t48111,2,1,2,FALSE,,NICK so lioness st 75m away. MNR bloody arr.,TRUE,,,SSM,30-Apr-14,,,,TRUE
t48112,9,1,2,FALSE,lioness is adult,FAS on HEX 0717-0730 FAS on MNR 0736-0756. hyena bloody. Have video of alien. 7 combies surround lioness,TRUE,TMM,06-May-14,SSM,30-Apr-14,,,,TRUE
t48123,17,1,2,TRUE,,"incomplete CIs due to darkness and bushes. Hear lions roaring and hyenas whooping. Hyenas bloody and obese. Subadult (w/small horns) topi kill 2/3 of kill including head, most of skin and meat remain.",TRUE,,,SSM,30-Apr-14,hyenas,hyenas,feed,TRUE
t48201,1,3,2,TRUE,,male lion fd on gnu carcass 2 lionesses so. LDV arr st/lk 80m from carcass then oos.,TRUE,,,SSM,30-Apr-14,lions,lions,no,TRUE
t48208,4,3,2,FALSE,,incomplete CIs due to darkness,TRUE,,,SSM,30-Apr-14,,,,TRUE
t48251,,,1,FALSE,,Observer was told at 8am there was an interaction between 2 lions and 10 hyeans.,TRUE,,,SSM,30-Apr-14,,,,TRUE
t48262,5,8,2,FALSE,"2 adult male lions, 4 adult lionesses, 2 subadult male lions","8 lions from previous session wlk N 150m from hyenas. DUB, DNV, MGE brt wlk W",TRUE,TMM,06-May-14,SSM,30-Apr-14,,,,TRUE
t48314,1,1,2,TRUE,,Lioness fd on adult gnu. AM st/lk 100m from lioness.,TRUE,,,SSM,30-Apr-14,lions,lions,no,TRUE
t48440,2,1,1,FALSE,,hyenas are probably fig tree animals one ahs ear tag. Male lion is from previosu session.,TRUE,,,SSM,30-Apr-14,,,,FALSE
t48855.1,13,1,3,TRUE,,observer sees BCA and DET make kill. Juvenile gnu. When oberver arr gnu is dead and hyenas are fding.,TRUE,,,SSM,30-Apr-14,hyenas,hyenas,feed,FALSE
t49403,23,3,2,TRUE,,"kill is a juvenile wildaeest note says it’s a hyena kill stolen by lions. Skull, skeleton, with some meat remain, but innards gone. Hyenas are bloody",TRUE,,,SSM,30-Apr-14,lions,lions,no,FALSE
t49476,24,4,2,TRUE,should be 4 adult lionesses,"incomplete CIs due to darkness. There are 2 carcasses. In the first part of the session hyenas start with food (fresh gnu carcass with ribcage, head, spine, skin, meat). 2nd carcass no lions present old gnu carcass.slightly confusing as to how many lions",TRUE,TMM,22-Aug-14,SSM,01-May-14,hyenas,lions,feed,FALSE
t49635,32,2,2,FALSE,,imcomplete CIs until 0645. Hyenas wan/snf for a while. MP seems to have been injured by lioness would left hip. Claw marks right hip.,TRUE,,,SSM,01-May-14,,,,FALSE
t49685,28,2,2,TRUE,male lions are sub adults,incomplete CIs until due to darkness and craziness. Hyenas bloody( east hyenas bloodiest). West hyenas chase east hyenas. 400m away 2 subadult male lions fd on fresh gnu carcass,TRUE,,,SSM,02-May-14,lions,hyenas,feed,FALSE
t5006.2,2,3,1,FALSE,lions are adult males not females.,"3 male lions sitting 20m W of den, no intx. (obs car breaks down).",TRUE,,,SSM,26-Jul-14,,,,TRUE
t50077,18,4,2,TRUE,,male lion fds on remains of fresh zebra kill. Head and vertebrae with a bit of skin is all that is left. 3 lionesses so 100m from male. Hyenas scattered thus incomplete CIs until 0655. Hyenas and lioness are bloody.,TRUE,,,SSM,30-Apr-14,lions,hyenas,feed,FALSE
t50126,15,4,2,TRUE,,hyenas bloody. Lose CIs from 0619-0624. lionesses have part of gnu carcass in the bushes. One of the lionesses is very old. Hanging lip possibly no muscle control. After 6:45 lose complete CIs intil 6:58 due to driving.,TRUE,,,SSM,30-Apr-14,lions,hyenas,feed,TRUE
t50169,26,1,2,TRUE,lioness should be adult. ALUM here.,"incomplete CIs gnu kill in lugga. Hyenas bloody. Lioness has fresh bite wound on her hip. Unsure who starts and ends with food, not directly stated, but assumed hyenas because lion is only present for small part of session.",TRUE,TMM,22-Aug-14,SSM,30-Apr-14,hyenas,hyenas,feed,TRUE
t50183,26,1,2,FALSE,Lion age is subadult.,"Incomplete CIs until 0645 due to darkness and scattering. group of hyenas is harassing a young adult lion (referred to as ""he"" so assumed male).",TRUE,,,SSM,30-Apr-14,,,,FALSE
t50291,1,1,2,FALSE,,SLM lope NE. 1 male lion wlk S 1km away.,TRUE,,,SSM,30-Apr-14,,,,TRUE
t50293,11,1,2,TRUE,,fresh tommy fawn kill. Only skin and some scraps left. Note says LDV ay have made the kill. Hyenas are bloody. 1 lioness wlk S 800m from carcass.,TRUE,,,SSM,30-Apr-14,hyenas,hyenas,feed,TRUE
t50339,3,1,2,FALSE,,incomplete CIs due to darkness. Maasai slaughter cow 400m from the den (outside Tonke's manyatta). Hyenas  very distracted and keep wlking over there.,TRUE,,,SSM,30-Apr-14,,,,TRUE
t50454,1,9,3,TRUE,1 male and 4 female lions should be adult,at 18:46 one lioness gets up and starts running (other adult lions flw) twd ZC who made a kill over 2km away. ZC had killed a topi fawn.,TRUE,TMM,22-Aug-14,SSM,30-Apr-14,hyenas,lions,feed,FALSE
t50466,15,2,2,FALSE,,"After seeing lions hyenas get a little crazy but not border patrol, and they seem to just happen upon the latrine site. Incomplete CIs due to running and scatter.",TRUE,,,SSM,30-Apr-14,,,,FALSE
t50469,1,3,2,FALSE,,MLN wlk S and 1 male lion and 2 lionesses wlk 800m away,TRUE,,,SSM,30-Apr-14,,,,TRUE
t50561,4,1,2,TRUE,,hyenas bloody. Lioness has fresh wound over left eye. Fd on leg of fresh tommie or young impala,TRUE,,,SSM,30-Apr-14,lions,lions,no,TRUE
t50664,8,2,1,FALSE,lioness age is adult,"KIER is bloody, 2 lionesses first seen so 80m from hyenas, incomplete CIs due to darkness in this session",TRUE,TMM,14-Mar-14,KJV,26-Feb-14,,,,TRUE
t50675,3,3,2,FALSE,Should be noted that the 3 lions were F and adults,at least 3 lionesses so 80m from KIER - no approaches made twds each other,TRUE,,,KJV,26-Feb-14,,,,TRUE
t50720,12,7,3,TRUE,lionesses should be marked as adults,"Fresh topi carcass fd on by 3 lionesses upon arrival, only head/vertebrate and scraps left (group of lions is leaving upon arrival) - no one bloody;  At the end of the session the hyenas are feeding on scraps.",TRUE,,,KJV,26-Feb-14,lions,hyenas,scraps,FALSE
t50886,14,2,2,FALSE,lion/lioness should be marked as adults,"Incomplete CIs until 6:20 due to darkness; lioness emerges from bushes and is 20m from WHO, male lion is first seen so 60m from WHO; at the end of the session WHO, HEM, CNET and HOOK? are so 15m from lioness and the lion is so 40m from lioness.",TRUE,,,KJV,26-Feb-14,,,,TRUE
t50887,6,10,3,TRUE,"CSN should be included in IDs present, lioness should be marked as adult",lioness is feeding on fresh adult topi carcass upon observers arrival; one hyena bloody; other lions arr from S and join lioness at carcass;  single lioness is feeding on carcass at the end and hyenas are so or have left,TRUE,,,KJV,26-Feb-14,lions,lions,no,TRUE
t51068,20,5,1,TRUE,"should only be 3 unIDs, lioness should be marked adult",incomplete CIs due to darkness and bushes; lions feed on fresh zebra carcass; many hyenas bloody - probably hyena kill,TRUE,TMM,14-Apr-14,KJV,26-Feb-14,lions,hyenas,scraps,FALSE
t51109,1,8,3,FALSE,lionesses should be marked as adult,AF is a probable FT adult female; 5 lionesses so 100m from AF and other lions/lionesses so near AF,TRUE,,,KJV,26-Feb-14,,,,TRUE
t51149,1,4,3,FALSE,lionesses should be marked as adults,4 lionesses so 50m from MALI,TRUE,,,KJV,26-Feb-14,,,,TRUE
t51306,16,1,3,TRUE,,hyenas fd on Fresh adult topi carcass uopn arrival  - a few hyenas are bloody; lioness must have left sometime between 1641-1652 (does not appear in 1652 scan),TRUE,TMM,14-Mar-14,KJV,27-Feb-14,hyenas,hyenas,feed,FALSE
t51596,28,1,2,FALSE,CSN should be in IDs present,incomplete CIs;  hyenas are wary of cows; 6:38 - may have turned into a border patrol,TRUE,TMM,14-Mar-14,KJV,27-Feb-14,,,,FALSE
t51756,15,6,2,FALSE,"should only be 1 unID, lioness should be marked as adult","6 lionesses so 30m from MRPH upon arrival; one hyena bloody; 6:46 incomplete CIs during this due to IDing hyenas - possible border patrol; 6:57 all hyenas wlking N and something happens MRPH,TIA,ART,ADON and LDV start loping twd S (observer flws)",TRUE,TMM,15-Apr-14,KJV,12-Mar-14,,,,TRUE
t51854,18,9,2,FALSE,lionesses should be marked as adults,upon arrival hyenas are wandering 30m to the lions and then lv wlking W; incomplete CIs due to darkness; not a serious border patrol but this site has been of much interest from previous border patrol,TRUE,,,KJV,12-Mar-14,,,,TRUE
t52021,11,3,3,FALSE,lioness should be marked as adult,"1 lioness and 2 lion cubs wlk S 200m from MAC; Few day old tommy skin upon arrival, hyenas roll in it but have no interest in eating it",TRUE,,,KJV,12-Mar-14,,,,TRUE
t5208,10,1,1,TRUE,"AFs should not be in UNIDHYENAS b/c are identified with numbers (F139 and F155). But I can't find these f's in masterlist (some aliens in the ML,but not these ladies;maybe in older one?) N ID Hyenas should be 10. HP, KXB, & KRK each circled 2X's in notes","Lion eat topi remains when arr 100m - AF139.AF139 is ""enormously fat & bloated,""& obs suspects she made kill.AF155 so 70m - lioness,& 3 residents originally pres 300m - lion.@pond. Cmbis in&out/ arnd/ disturb st @1757. After 1852 evnt residents attack Afs",TRUE,,,JMP,16-Apr-14,lions,hyenas,feed,FALSE
t52200,5,7,3,TRUE,"end time should be 6:25, lioness should be marked as adult, location should be 'c'","2 lionesses, 2 lion cubs and 1 subad F lion first seen so 50m from CSN, 2 subad M lions first seen fd fresh topi skull cap 50m from CSN",TRUE,,,KJV,12-Mar-14,lions,lions,no,TRUE
t52215,13,7,3,TRUE,lioness should be marked as adult,"A few hyenas bloody; 1 lioness, 1 subadult F lion, 2 subadult M lions and 2 lion cubs first seen 75m from MLN, another subadult F lion first seen fd fresh tommy pelvis and femur 75 from MLN; at end of session lions so 80m from ZC.",TRUE,,,KJV,13-Mar-14,lions,lions,no,TRUE
t52231,2,4,3,FALSE,,4 lionesses so 200m from PISA,TRUE,TMM,15-Apr-14,KJV,12-Mar-14,,,,TRUE
t52329,7,8,3,FALSE,lion/lionesses should be marked as adults,lion pride seen so 500m from BAIL - neither try to app each other,TRUE,,,KJV,12-Mar-14,,,,TRUE
t52344,1,7,3,FALSE,lioness should be marked as adult,lions seen so 100m from BAIL; BAIL is fat,TRUE,,,KJV,12-Mar-14,,,,TRUE
t5237,29,2,3,TRUE,"SCAR not present (incorrectly present a lot altho missing).SF is present.2 lions males, not f's!Shd be 1 unID (subadult designated as ""SA"" in initial scan @0633 after PT).QUAI's abb written as ""QUA"" in notes.Jackal @0719 should be added to predators","When arr,lg grp hys w/zeb hd.FAS on QUAI 0633-0745(entire sess).Unclear if lions were present when arr(I don't think they were; first mentioned @0639).All hys bldy.Altho age of m lns not specified,left as ad b/c this obs has differentiated sub m's in past",TRUE,,,JMP,16-Apr-14,hyenas,lions,feed,FALSE
t524,21,,2,FALSE,SCAR is SF in notes.,FAS on J 1723-1754. FAS on HD 1801-1830. FAS on BL (blair) 1723-1754. FAS on Q 1801-1831.  @1815-1816 lions roar in distance and cubs orient to the sound. Cant find SCAR in session but handwriting hard to read so unsure.,TRUE,,,SSM,16-Jun-14,,,,TRUE
t52627-mr,17,2,2,TRUE,missing lbsk,2 subad male lions so by fresh gnu carc. Incomplete Cis due to Iding.,TRUE,,,SSM,09-May-16,lions,lions,no,FALSE
t52684,6,,2,FALSE,lions/lionesses should be marked as adults,call in played 625-630 - male lion arr; 2nd call in played 633-638 - other lions arr; lioness arr 644; 3rd call in 646-651 - ART and GUCI whoop in response; unknown how many lions but adult male and female definatley in session,TRUE,,,KJV,12-Mar-14,,,,TRUE
t5271,36,,1,TRUE,"Again, SF is present but SCAR is not. This has happened ~3 other times, so maybe there is some correction I don't know of. Also, KRK should be added to IDs present (0800). N ID Hyenas = 36. QUAI's abb written as ""QUA"" in the notes","""Lion kill zebra…hyenas aquired 3 legs & scraps."" But 10 hys bldy,& I think might be wrong in calling it a lion kill.""v little interactions seen-all watching lions, in bush.""Lns must hv majority of carc in bush.No #lns givn. Many FAS's.1 hy noted as obese",TRUE,,,JMP,17-Apr-14,both,both,feed,FALSE
t52743-mr,5,3,2.5,TRUE,,"do not state what food is, only that hyenas get scraps. FAS ELG 0651-0711.",TRUE,,,SSM,09-May-16,hyenas,hyenas,scraps,FALSE
t52823-mr,1,2,2,FALSE,,hyena fat/bloody wlk 2 male lions 120-140 away wlk. No intx.,TRUE,,,SSM,08-May-16,,,,TRUE
t52851-mr,14,2,2,TRUE,,2 male lions fd on fresh gnu kill. Hyenas fat/bloody wan st/lk 150-220m away. Hyenas do not get within 20m of lions. FAS CHIP 0708-0730. 0727 lions lv. Hyenas fd.,TRUE,,,SSM,08-May-16,lions,hyenas,feed,TRUE
t52875,2,1,3,FALSE,lioness should be marked as adult,"MP and LDV are present, lioness arr SW 18:27 and lv N 18:30; FAS video of MP fllwing lioness tape #1 WMT",TRUE,,,KJV,12-Mar-14,,,,TRUE
t52959-mr,4,3,2,FALSE,,"3 lionesses so.  Incomplete Cis due to darkness. Hyenas are so,st/lk,ans wan 50-160m from lions. No intx.",TRUE,,,SSM,08-May-16,,,,TRUE
t53.5,1,2,2,TRUE,lionesses are adult.,unID looks like c-slit but is not (male). 2 female lions 100m away.wildabeest kill. Hyena is bloody. unID is nervous keeps tearing at carcass. @ 0808 lionesses wlk N hyena is still eating.,TRUE,,,SSM,11-Jun-14,hyenas,hyenas,feed,TRUE
t53014,5,9,2,TRUE,"STL should be in IDs present, 4 lionesses should be marked adult","lions feed on fresh buffalo carcass - no one bloody; 1 lion cub, 1 lioness, 1 subadult M lion and 1 subadult F lion fd on carcass the other lions are so. OAK and NCIK so ~40m from kill, SLM so 9m from kill; video taken of lion kill lose CIs due to this",TRUE,TMM,15-Apr-14,KJV,12-Mar-14,lions,lions,no,TRUE
t5304,32,2,2,TRUE,"ZIP and FA's collars are only heard, so they should be given their own sessions and removed from IDs present. The N ID Hyenas should be 32. Again, QUAI's abbreviation is written as ""QUA"" in the notes","subadult zebra kill. 15 hyenas feed when arr. 4 hyenas bloody. FAS on CHY 0632-0657. Incomplete CI's. Lions not specified as adults, but this obs has differentiated sub m's in the past, so I left them as adults. 1 hy fat",TRUE,,,JMP,17-Apr-14,hyenas,both,feed,FALSE
